,Unnamed: 0,price,location,sqm,extra,text,link,rooms,Épület típusa,Közös költség,Fűtés,Minimum bérlési idő,Berendezés,Emelet,Lift,Kilátás,Erkélyek száma,Min. bérlési idő,Energiatanúsítvány,Ház jellege,Ingatlan állapota,Komfort fokozat,Parkolási lehetőség,Épület szintjei,Rezsi költség,Beköltözhető,Mosógép van,Építés éve,Melegvíz,Konyhai szellőzés,Tájolás,Belmagasság,Közös költségben,Városrész,Különnyíló szoba,Amerikai konyha,Gyermekbarát,Hall,Kisállat,Kábeltévé szolgáltató,Kaució,Diákoknak,Hónapokra is,Bérleti díj hónapokra,Kaució hónapokra,Társasház neve,Dohányzás
851,851,280000,"Jókai utca Budapest, VI. kerület",69,"{'Épület típusa': 'Lakás', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Részben berendezett, gépesített', 'Emelet': '2', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '3'}","
Részletek
Kiadó a VI. kerületben a J Ó K A I  UTCÁBAN egy 2+1 szobás ( 69 m2 ) világoslakás. RÉSZBEN BERENDEZETT, GÉPESÍTETT ( mosogatógép is). A lakásban konyha, három szoba ( kettő külön nyíló) fürdőszoba, előszoba található. Kisállat hozható!

Teljesen felújított, új fűtésrendszer, villanyhálózat.
Alacsony rezsiköltség. (villany - gáz 5600, víz 2900, közös klts. 17700)
A szobák világosak, délután süt be a nap. Jókai utcára néz, így a körúti zaj nincs.
Megközelíthető a Teréz körútról és a Jókai utcáról is.
Második emeleti, lift nincs.

Az ingatlan minimum 1 évre kiadó 2 havi kaucióval.
Bérleti díj: 280 000 Ft/hó
Hétvégén  is hívhat!

",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-jokai-utca-69m2-3-szoba_743448,2.5,Lakás,,Cirkó,Legalább 1 év,"Részben berendezett, gépesített",2,,Utcai,,Legalább 1 év,Nem adott,,,Összkomfortos,Fizetős parkoló övezet,3,,,,,,,,,,,,,,,,,,,,,,,
852,852,420000,"József körút Budapest, VIII. kerület",71,"{'Épület típusa': 'Lakás', 'Városrész': 'Józsefváros – Palotanegyed', 'Közös költség': '13 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Luxus', 'Különnyíló szoba': '2', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Utcai, csendes', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Melegvíz': 'Kombi cirkóról', 'Konyhai szellőzés': 'Elszívó', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '4', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád, Külön WC, Mosogatógép, Nagy belmagasság, Zárható szobaajtó, Zuhanyzó, Biztonsági ajtó, Hő- és fényvédős faablak Épület jellemzők: Felújított épület, Felújított homlokzat, Felújított lépcsőház, Közelben parkolóház Felszereltség: 2 fürdő, Belsőépítész munkája, Fürdő ablakkal, Klíma, Riasztó Részletek
Luxus apartman kiadó hosszútávra belvárosban, VIII. Kerület Palotanagyed részén, a Corvinhoz közel. A lakás a 3. emeleten található, 71 nm, 2 + 1 félszoba (nappali konyha + 2 hálószoba + 2 fürdőszoba), klasszikus jellegű, liftes házban.

Az utcára néző apartman teljesen felújított és egyedi és kiváló minőségű anyagokkal és bútorokkal berendezett. Egy exkluzív nappalival, teljesen felszerelt konyhával, hálószobával, külön irodával, 2 külön fürdőszobával rendelkezik. Cirkófűtéses, minden rezsije mérőórás, közös költség 10000 Ft. Az apartmanban mosógép, mosogatógép, hűtőszekrény, sütő, TV talá A Corvin ""bevásárlóutca"" mindössze 2 perc sétára van. Csendes a lakás, nyitott ablaknál is!

Luxury apartment for rent (min. 1 year) in the heart of Budapest (VIII. district, is situated on the 3rd floor, 71 sqm, 2+1/2 rooms ( living room with kitchen + bedroom + office corner + 2 bathrooms).

The street view apartment is fully renovated and furnished with unique and high-quality materials and has an exclusive living room with a fully equipped kitchen, a bedroom, a separate office room, 2 separate The apartment is equipped with a washing machine, dishwasher, fridge, oven, TV. Corvin ""shopping"" street is just 2 minutes walk. 
Környék: Nagykörúton belül, Corvin negyed
Közlekedés: 4-es 6-os villamos, Metro 3 kék
",https://www.alberlet.hu/kiado_alberlet/budapest-VIII-kerulet-jozsef-korut-71m2-3-szoba_741561,3.0,Lakás,13 000 Ft/hó,Cirkó,Legalább 1 év,Luxus,3,Van,"Utcai, csendes",,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Duplakomfortos,Fizetős parkoló övezet,4,25 000 Ft/hó,,Igen,,Kombi cirkóról,Elszívó,,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Józsefváros – Palotanegyed,2,Van,,,,,,,,,,,
853,853,229000,"Etele út Budapest, XI. kerület",51,"{'Épület típusa': 'Lakás', 'Közös költség': '11 000 Ft/hó', 'Fűtés': 'Távfűtés mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-01', 'Berendezés': 'Üres', 'Különnyíló szoba': '2', 'Emelet': '8', 'Lift': 'Van', 'Kilátás': 'Utcai, csendes', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Kelet', 'Épület szintjei': '10'}","
Felszereltség: Klíma Részletek
Hosszútávra kiadó a XI. kerületben, az Etele úton egy 51 nm-es, 2 szobás lakás.

Az ingatlan jelenleg felújítás alatt áll, BÚTOROZATLAN, GÉPESÍTETLEN(későbbiekben ez megbeszélés tárgya).
Két szobája KÜLÖN NYÍLÓ, napfényes, tágas, utcára néző kilátással.
KLÍMÁVAL felszerelt.
A fürdőszoba és a mellékhelyiség külön légtérben található.

Közös költség 11.000 Ft/hó.

Elhelyezkedése kiváló, pár perc sétatávolságon belül elérhető az M4-es metró, 1-es villamos, 7, 54, 114, 153-as busz.

2 havi kaució és egy havi lakbér ellenében ÁPRILISTÓL kiadó.
Közlekedés: Metro 4
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-etele-ut-51m2-2-szoba_742769,2.0,Lakás,11 000 Ft/hó,Távfűtés mérőórával,Legalább 1 év,Üres,8,Van,"Utcai, csendes",,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,Fizetős parkoló övezet,10,,2024-04-01,,,,,Kelet,,,,2,,,,,,,,,,,,
854,854,320000,"Kende utca Budapest, XI. kerület",61,"{'Épület típusa': 'Lakás', 'Városrész': 'Lágymányos – Műegyetem környéke', 'Közös költség': '12 000 Ft/hó', 'Rezsi költség': '26 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-01-22', 'Berendezés': 'Részben berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '4', 'Lift': 'Van', 'Kilátás': 'Utcai, csendes', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Távfűtés', 'Konyhai szellőzés': 'Elszívó és ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '7', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Aktív Internet, Gardróbszoba, Külön étkező, Külön WC, Mosogatógép, Zuhanyzó, Biztonsági ajtó, Redőny, Szúnyogháló, Műanyag ablak Épület jellemzők: Belsőkert, Gangos, körfolyosós, Parkolóudvar a közelben Felszereltség: Klíma, Wifi Részletek
* BME-hez közeli *

Kiadó Budapest XI. kerületében, a Budapesti Műszaki Egyetem közelében egy 61m2-es, 2 szobás, frissen, igényesen és teljeskörűen felújított lakás, csúsztatott zsalus technikával épült jó állapotú, rendezett liftes ház 4. emeletén.
Helyiségek:
- Előszoba 2,6m2;
- Főzőlappal, sütővel, mosogatógéppel, páraelszívóval, hűtőszekrénnyel felszerelt ablakos konyha + étkező 9,8m2;
- Hálószoba 17,5m2;
- Hálóból nyíló gardrób mosógéppel ~4m2;
- Zuhanyzós fürdőszoba 3,9m2;
- Külön WC;
- Nappali 19,3m2;
- Nappaliból nyíló lodzsa 5m2.
A lakás a fotók szerint bútorozott és gépesített, minden gép és bútor teljesen új.
A fűtést és a vízmelegítést távhő biztosítja, melynek havi átalánya 12.000Ft.
Közös költség: 12.560Ft. A villanyszámla és a víz- és csatornadíj egyedi mérők szerint fizetendő.
A lakás egy igényes pár vagy 1 személy számára ideális, akár több évre.
Bérleti díj: 320.000Ft (840 Euró) / hó + rezsi. Kaució: 2 hónap.
További információk telefonon.
Bérleti szerződést követően azonnal költözhető.
A megtekintés természetesen díjtalan. Forduljon hozzám bizalommal, akár hétvégén is. Ha keres, nagyon szívesen visszahívom.
Nagypál Erika
Környék: Móricz Zsigmond körtér
Környék egyéb: Gárdonyi tér
Közlekedés: 4-es 6-os villamos, 47-es 49-es villamos, 7-es busz
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-kende-utca-61m2-2-szoba_740292,2.0,Lakás,12 000 Ft/hó,Távfűtés,Legalább 1 év,"Részben berendezett, gépesített",4,Van,"Utcai, csendes",1,Legalább 1 év,Nem adott,Társasház,Felújított,Összkomfortos,Fizetős parkoló övezet,7,26 000 Ft/hó,2024-01-22,Igen,,Távfűtés,Elszívó és ablak,,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Lágymányos – Műegyetem környéke,1,,,,,,,,,,,,
855,855,170000,"Baross utca Budapest, VIII. kerület",38,"{'Épület típusa': 'Lakás', 'Városrész': 'Józsefváros', 'Közös költség': '17 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-05-01', 'Berendezés': 'Részben berendezett, gépesített', 'Emelet': 'Földszint', 'Kilátás': 'Udvari, világos', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Jó', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Dél', 'Épület szintjei': '3'}","
Részletek
Kiadó a VIII. Kerületben a Baross utcában egy FRISSEN FESTETT,38 nm-es,1 szobás,földszinti,részben bútorozott,gépesített lakás.

Az ingatlan nagy polgári elegáns házban található,ablakai udvarra néznek,VILÁGOS
Konyhában gáztűzhely található
Szobában nagy szekrény+ikeás kanapé+komód található,ami a képeken nem látható.Fűtése hőtárolós kályhával történik,közös költsége:17000/hó,rezsi fogyasztás alapján fizetendő
Fürdőszobája zuhanyfülkés+Wc.
Elhelyezkedés:Corvin sétány közelében,Szigony-Baross utca sarkán található
Közlekedés:9-busz 72 troli, 3-as metró Klinikák 5 perc séta.

KISÁLLAT MEGBESZÉLÉS KÉRDÉSE!
Dohányzás nem megengedett

MÁJUS 1 TŐL KÖLTÖZHETŐ 1 HAVI LAKBÉR+2 HAVI KAUCIÓVAL MIN 1 ÉVRE
",https://www.alberlet.hu/kiado_alberlet/budapest-VIII-kerulet-baross-utca-38m2-1-szoba_744966,1.0,Lakás,17 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Részben berendezett, gépesített",Földszint,,"Udvari, világos",,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Jó,Összkomfortos,Fizetős parkoló övezet,3,,2024-05-01,,,,,Dél,,,Józsefváros,,,,,,,,,,,,,
856,856,370000,"Mór utca Budapest, XIII. kerület",70,"{'Épület típusa': 'Lakás', 'Városrész': 'Angyalföld', 'Közös költség': '25 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-03-18', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '7', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'A++', 'Ház jellege': '2018 után épült (Újépítésű)', 'Ingatlan állapota': 'Kiváló', 'Parkolási lehetőség': 'Mélygarázs', 'Épület szintjei': '8', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád, Mosogatógép, Penthouse Felszereltség: Klíma, Nagy terasz, Riasztó, Sarokkád, Wifi, Tetőterasz Részletek
XIII. kerület, Mór utcában, 65 nm-es TERASZOS,  PENTHOUSE jellegű, LÉGKONDIS lakás GARÁZZSAL kiadó!

ÚJépítésű társasházban, hetedik emeleti, egyedülálló PENTHOUSE jellegű a lakás. 

A lakás bútorozott, PANORÁMÁS és napsütéses, klímával, riasztóval felszerelt. A hozzá tartozó TERASZ 65nm-es.

REZSI: alacsony (kb 15.000 Ft), közös költség 29.000 Ft/hó. 

A lakáshoz gépkocsibeálló is bérelhető + 20.000 Ft/hóért.

KÖRNYÉK, INFRASTRUKTÚRA kiváló: Béke téren számos vásárlási lehetőség, LIDL, SPAR, Rossmann, gyógyszertárak, dohánybolt, kisboltok, éttermek, pékség.
15 perces sétával, vagy 10 perc alatt kerékpárúton a Margit sziget, Duna part kényelmesen elérhető.

KÖZLEKEDÉS: 32-105-ös buszok, 1-es és 14-es villamos.
Kocsival a Róbert Károly körúton negyed óra alatt megközelíthető a
belváros.

2 havi kaucióval és az első havi bérleti díjjal költözhető önmagára- és környezetére is igényes új lakóinak.
---
KERESŐ ÜGYFELEINK RÉSZÉRE KÖZVETÍTŐI SZOLGÁLTATÁSUNK DÍJTALAN, hétvégén is hívható vagyok!
Környék: Nyugati tér
Közlekedés: Metro 3 kék
Közlekedés egyéb: Béke tér
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-mor-utca-70m2-3-szoba_743302,2.5,Lakás,25 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",7,Van,Panorámás,1,Legalább 1 év,A++,2018 után épült (Újépítésű),Kiváló,,Mélygarázs,8,15 000 Ft/hó,2024-03-18,Igen,,,,,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",Angyalföld,,Van,,,,,,,,,,,
857,857,867000,"Andrássy út Budapest, VI. kerület",62,"{'Épület típusa': 'Lakás', 'Városrész': 'Belső-Terézváros', 'Közös költség': '55 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Luxus', 'Különnyíló szoba': '1', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Utcai, csendes', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Gyermekbarát': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Kombi cirkóról', 'Konyhai szellőzés': 'Elszívó és ablak', 'Épület szintjei': '4', 'Közös költségben': 'Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Design bútorok, Fürdőkád, Külön WC, Mosogatógép, Nagy belmagasság, Zárható szobaajtó, Zuhanyzó, Biztonsági ajtó, Hő- és fényvédős faablak Épület jellemzők: Közelben parkolóház Felszereltség: Belsőépítész munkája, Fürdő ablakkal, Klíma Részletek
VI., Andrássy út impozáns belső részén kiadó 3. emeleti, 62 nm-es, amerikai konyhás, nappali + egy hálószobás, cirkófűtéses, luxusszinten felújított polgári lakás, egy klasszikus jellegű liftes házban.

Teljesen berendezett stílusos minőségi bútorokkal és full gépesített. A fürdőben zuhanyzó és kád is megtalálható.
Közös költség 55000 Ft, tartalmazza a vízfogyasztást is, fűtés, és villany mérőóra alapján fizetendő.

Bérleti díj: 2200 EUR/hó + Rezsi
Hívjon bizalommal!! 
Környék: Andrássy út, Deák tér, Nagykörúton belül, Nagykörútról nyíló utca, Oktogon, Bazilika
Közlekedés: 4-es 6-os villamos, 47-es 49-es villamos, Kisföldalatti, Metro 3 kék, Metro 2 piros
",https://www.alberlet.hu/kiado_alberlet/budapest-VI-kerulet-andrassy-ut-62m2-2-szoba_743016,2.0,Lakás,55 000 Ft/hó,Cirkó,Legalább 1 év,Luxus,3,Van,"Utcai, csendes",,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Összkomfortos,,4,20 000 Ft/hó,,Igen,,Kombi cirkóról,Elszívó és ablak,,,"Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés",Belső-Terézváros,1,Van,Igen,,,,,,,,,,
858,858,394000,"Sobieski János utca Budapest, IX. kerület",75,"{'Épület típusa': 'Lakás', 'Közös költség': '23 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Beköltözhető': '2024-03-19', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '1', 'Kilátás': 'Utcai', 'Erkélyek száma': '1', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Épület szintjei': 'Nem adott'}","
Részletek
The apartments has a balcony, and is completely refurbished to meet the highest standards. The spacious anteroom opens to the guest room, which has a bathroom with a tub. The hall leads to the spacious and well-lit open plan kitchen and living-room. The media section has a 7.1 sound system. The kitchen is fully equipped with machines and appliances. Walking on from here, you will enter the main bedroom, which has its own walk-in closet and a bathroom with a shower. The flat is equipped with air conditioning and an alarm system, satellite TV service is also available. The house is neat and silent.          

The area features many restaurants, coffee shops and confectioneries, while several universities have their departments here as well. It is ideally located for public transport, since M3 metro and Tram 24 lines are both within reach by a leisurely 5-minute walk.         

Parking: in the underground garage (50m) or in the street         

Rental fee: 1000 € / month         
Common cost: 23 000 HUF / month (including water)         
Lift: no         
Pet: yes         
Heating: individual         
Extra: A/C, alarm, balcony, satelite dish
",https://www.alberlet.hu/kiado_alberlet/budapest-IX-kerulet-sobieski-janos-utca-75m2-3-szoba_542924,3.0,Lakás,23 000 Ft/hó,Házközp. mérőórával,,"Berendezett, gépesített",1,,Utcai,1,,Nem adott,Klasszikus (1950 előtt épült),,,,Nem adott,20 000 Ft/hó,2024-03-19,Igen,,,,,,,,,,,,,,,,,,,,
859,859,276000,"Lupény utca Budapest, II. kerület",65,"{'Épület típusa': 'Lakás', 'Városrész': 'Pasarét', 'Közös költség': '20 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '1', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Építés éve': '1970', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Kombi cirkóról', 'Konyhai szellőzés': 'Elszívó és ablak', 'Tájolás': 'Északkelet', 'Épület szintjei': '3', 'Közös költségben': 'Épület takarítás, Szemétszállítás'}","
Lakás jellemzők: Fürdőkád, Kamra, Külön WC, Mosogatógép, Tároló, Redőny, Privát fürdőszoba Épület jellemzők: Belsőkert, Lépcsőházas Felszereltség: Klíma Részletek
ERKÉLYES, KLÍMÁS LAKÁS KIADÓ TÁROLÓVAL!
Buda közkedvelt részén a II. kerületben Pasaréten, a Lupény utcában kiadó 65 nm-es 2 szobás, ERKÉLYES első emeleti lakás!
A BUDAGYÖNGYE bevásárló központ közelében, CSENDES utcában található,tágas, frissen felújított, bútorozott, kertre néző, nappali + hálószoba, ami szintén kertre néz. Innen léphetünk ki a kis ERKÉLYRE, ahol megihatjuk a reggeli kávénkat vagy este egy pohár bort.
Konyha modern beépített bútorokkal (mosogatógép, mikró), tágas étkezővel, így egy családi/ baráti étkezésre alkalmas. Külön tároló/spájz a lakáson belül. Fürdője kádas, mosógép és szárítógép van, WC külön helyiségben.
Az otthon melegéről és a meleg víz szolgáltatásról cirkófűtés gondoskodik a nyári kellemes hőmérsékletről KLÍMA berendezések.
Az ablakokon kényelmes elektromos redőnyök vannak.
A lakás bútorozott, gépesített, otthonos nagyon jó hangulatú, ahová jó hazatérni egy fárasztó nap után. Olyan bérlőt vár, aki nem dohányzik, nem tart kis állatot és sajátjaként vigyáz rá.
Igény esetén önálló garázs bérelhető, közvetlenül a házban!
A környék Buda egyik legjobb, legszebb része, árnyas zöld fákkal körül ölelt játszótér egy percnyire, padokkal, ugyanakkor nagyon jó közlekedéssel.
A közelben több busz és villamos járattal pár perc alatt eljuthatunk a Széll Kálmán téri csomóponthoz, a Mamut bevásárló és szórakoztató központhoz, ahol mindent megtalálunk a mindennapi élethez, de a házi ízek kedvelőinek ott van a Fény utcai piac is.
Bérleti díj: 700 Euro vagy ennek megfelelő Ft + 2 havi kaució, tárolóval együtt.
Hosszútávra, minimum egy évre kiadó. 
Előzetes egyeztetéssel megnézhető!
Érd: +36 70 384 532
Környék: Széll Kálmán tér
Közlekedés: Metro 2 piros
",https://www.alberlet.hu/kiado_alberlet/budapest-II-kerulet-lupeny-utca-65m2-2-szoba_741535,2.0,Lakás,20 000 Ft/hó,Cirkó,Legalább 1 év,"Berendezett, gépesített",1,,Kertre néző,1,Legalább 1 év,Nem adott,Társasház,Felújított,Összkomfortos,,3,15 000 Ft/hó,2024-04-15,Igen,1970,Kombi cirkóról,Elszívó és ablak,Északkelet,,"Épület takarítás, Szemétszállítás",Pasarét,1,,,,,,,,,,,,
860,860,400000,"Szüret utca Budapest, XI. kerület",90,"{'Épület típusa': 'Lakás', 'Közös költség': '32 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2023-11-17', 'Berendezés': 'Üres, gépesített', 'Különnyíló szoba': '2', 'Emelet': '2', 'Kilátás': 'Kertre néző', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Épület szintjei': '3'}","
Részletek
Hosszútávra kiadó a XI. kerületben, a Szüret utcában egy 90 nm-es, 2+1 félszobás lakás.

Az ingatlan FELÚJÍTOTT, BÚTOROZATLAN, GÉPESÍTETT.
Három szobája közül KETTŐ KÜLÖN NYÍLÓ, napfényes, tágas, belső kertre néző kilátással.
KLÍMÁVAL felszerelt, a lakáshoz tartozik egy 11 nm-es TERASZ.
A fürdőszoba(kádas) és a mellékhelyiség egy légtérben található, de van egy különálló wc is.
A konyhához tartozik SPÁJZ.

Közös költség 32.000 Ft/hó.

Kisállat HOZHATÓ.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-szuret-utca-90m2-3-szoba_738176,2.5,Lakás,32 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Üres, gépesített",2,,Kertre néző,1,Legalább 1 év,Nem adott,,Felújított,Duplakomfortos,,3,,2023-11-17,,,,,,,,,2,,,,,,,,,,,,
861,861,350000,"Dorottya utca Budapest, V. kerület",60,"{'Épület típusa': 'Lakás', 'Városrész': 'Belváros', 'Közös költség': '13 000 Ft/hó', 'Rezsi költség': '17 000 Ft/hó', 'Fűtés': 'Elektromos', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-18', 'Berendezés': 'Berendezett, új bútorok', 'Különnyíló szoba': '2', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Utcai és udvari', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Duplakomfortos', 'Melegvíz': 'Villanybojler', 'Konyhai szellőzés': 'Elszívó', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Nyugat', 'Épület szintjei': '4', 'Belmagasság': '306 cm', 'Közös költségben': 'Épület takarítás, Víz, Vízfelfűtés, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád, Ikea bútorok, Külön WC, Mosogatógép, Zárható szobaajtó, Zuhanyzó, Redőny, Műanyag ablak Épület jellemzők: Felújított épület, Felújított lépcsőház, Közelben parkolóház, Lépcsőházas, Parkolóudvar a közelben Felszereltség: 2 fürdő, Klíma Részletek
GYEREKBARÁT ingatlan kiadó a belvárosban 800 euróért.
Budapest belvárosában kiadó újszerű, dupla komfortos lakás a Dunától pár perc sétára.
V. kerületben, Dorottya utcában kiadó 60 nm, I. emeleti, vadonatúj bútorokkal és műszaki berendezésekkel felszerelt lakás. Fűtése: elektromos, a lakás vízórás. A hálószoba udvarra néz és külön w.c. tartozik hozzá. A másik fürdőszobában kád és zuhanykabin is van + még itt is 1 w.c. Az ingatlan nappalija utcára néz, délután kap Napot. Semmilyen kisállat nem hozható és a dohányzást is kérjük mellőzni. Bérleti díj: 350.000.- Ft illetve /vagy ennek megfelelő  euró az éppen aktuális árfolyam szerint. Rezsije mindennel együtt nagyjából: 35.000.- Ft körüli. Megközelíthetősége a jó közlekedésnek köszönhetően kiváló, közelben minden bevásárlási illetve szórakozási lehetőség megtalálható. Bővebb információk miatt várom szíves hívását akár az esti órákban vagy hétvégente is. o67o/4oo-8oo8
Környék: Deák tér, Dunához közel, Sétálóutca, Váci utca, Bazilika, Dunakorzó
Környék egyéb: Vörösmarty tér; Gerbeaud cukrászda
Közlekedés: Kisföldalatti, Metro 3 kék, Metro 2 piros
",https://www.alberlet.hu/kiado_alberlet/budapest-V-kerulet-dorottya-utca-60m2-2-szoba_717492,2.0,Lakás,13 000 Ft/hó,Elektromos,Legalább 1 év,"Berendezett, új bútorok",1,Van,Utcai és udvari,,Legalább 1 év,Nem adott,Társasház,Felújított,Duplakomfortos,Fizetős parkoló övezet,4,17 000 Ft/hó,2024-04-18,Igen,,Villanybojler,Elszívó,Nyugat,306 cm,"Épület takarítás, Víz, Vízfelfűtés, Szemétszállítás, Lift üzemeltetés",Belváros,2,Van,,,,,,,,,,,
